,摄影师,标题,简介,相机,镜头,照片数据,流量,赞数,评论数,光圈,ISO,快门速度,快门速度(毫秒)
216,妍小呆,"🌸樱花，樱花，想见你
出镜：妍小呆
摄影：军旗",我们都爱日系摄影成都人像爱好者糖水人像小组人像摄影集写真人像摄影高颜值女神聚集地日系集人像爱好者清新可爱樱花贵阳约拍春天少女人像和服约拍日系贵阳,Nikon D750,SIGMA 35mm F1.4 DG HSM,"f/2.2, 1/2500s, ISO800",2008.0,284.0,1.0,2.2,800,1/2500s,0.4
218,为什么要叫兔子,,我要上开屏我要上“首页推荐位”暖色调人像对短发姑娘没有任何抵抗力！性感的人像复古胶片私房,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/3.2, 1/160s, ISO320",1735.0,35.0,0.0,3.2,320,1/160s,6.25
221,小樽ya,娇媚无骨入艳三分,CHAPA成都高空摄影联盟有温度的人像极简主义，少即是多我的2020新年祝愿糖水人像小组分享神仙颜值暖色调人像人像爱好者高颜值女神聚集地魅力服装性感的连衣裙模型肖像女孩女人一时尚,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/5.0, 1/125s, ISO160",5460.0,42.0,0.0,5.0,160,1/125s,8.0
223,瞳的画,,性感的时尚舒适的天气夏季女孩人像,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/1.4, 1/800s, ISO100",1045.0,33.0,1.0,1.4,100,1/800s,1.25
225,麻小渴,「浴室」,有温度的人像胶片人像摄影暖色调人像人像写真精选高颜值女神聚集地写真人像摄影色彩美女胶片复古浴室室内水淋浴模煳微红色脸女孩肖像性感,SONY ILCE-7M2,,"f/3.5, 1/125s, ISO1600",279.0,5.0,0.0,3.5,1600,1/125s,8.0
227,Gav1n,又有好看的小姐姐看了！抖音@马百万,日系集深圳小清新摄影小组深圳摄影圈我们都爱日系摄影古风摄影研习社JK约拍小清新写真少女日系深圳,FUJIFILM X-Pro2,,"f/2.0, 1/30s, ISO1600",19193.0,659.0,35.0,2.0,1600,1/30s,33.333333333333336
229,阿JIN-G,遇见，东湖～,分享神仙颜值日系写真人像优雅浪漫睛典人像组,Canon EOS 200D,,"f/5.6, 1/200s, ISO160",1354.0,28.0,6.0,5.6,160,1/200s,5.0
232,高雪娥,生活边角料🧃,人像写真精选写真人像摄影胶片人像摄影暖色调人像糖水人像小组分享神仙颜值拍女友才是正经事高颜值女神聚集地胶片集人像不给脸！人像美食周末宅美女佳能在室内床坐女孩可爱日系生活,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/160s, ISO100",8701.0,197.0,3.0,2.8,100,1/160s,6.25
233,___醉慕__李言,沉醉Photographer: MeMakeup: @XIAOKE造型工作室 Model: @鳗鱼Stylist: Me,人像摄影商业摄影时尚时装,,,"f/10.0, 1/200s, ISO100",929.0,21.0,2.0,10.0,100,1/200s,5.0
240,BlueA,"愿我们都能签收正在奔来的惊喜与花开

出镜：薇薇",郴州少女17-40人像舞蹈日系小清新春天我要上开屏唯美人像摄影,Canon EOS 6D Mark II,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/5.0, 1/500s, ISO50",1882.0,45.0,3.0,5.0,50,1/500s,2.0
241,深受动植物喜爱的人参,"小熊甜心双人

翻车拍摄，感谢店家不杀之恩，跑焦跑出银河系
近两年拍摄均为店家商拍，需要找时间自己多创作了",我们都爱日系摄影我要上“首页推荐位”人像爱好者福建摄影圈糖水人像小组暖色调人像分享神仙颜值让摄影穿破次元壁图虫开屏等你来占我要上开屏lolita少女可爱熊女孩人像洛丽塔日系摄影种草姬种草佳能,Canon EOS M2,,"f/2.2, 1/250s, ISO100",736.0,19.0,0.0,2.2,100,1/250s,4.0
243,文艺天少,"#长沙约拍##日常写真##jk制服#

这个脚手架艺术馆拍点酷酷的  或者特殊题材还是蛮好的

出镜：陌槿晗

摄影及后期：天少",人像少女小清新佳能街拍情绪制服JK制服JK,,,"f/1.8, 1/250s, ISO100",3406.0,95.0,4.0,1.8,100,1/250s,4.0
245,人像摄影师JAM,,人像女孩少女情绪,Canon EOS 5D Mark II,Canon EF 85mm f/1.8 USM,"f/1.8, 1/80s, ISO1250",532.0,16.0,0.0,1.8,1250,1/80s,12.5
246,River洪,脚尖上的美,拍女友才是正经事人像写真精选脚美脚恋足芭蕾女神性感美背,SONY ILCE-7RM2,,"f/1.8, 1/160s, ISO500",2054.0,36.0,6.0,1.8,500,1/160s,6.25
247,JL叁月,,第五届镜头中的中国年人像色彩时尚欧美,SONY ILCE-7RM2,FE 24-70mm F2.8 GM,"f/4.5, 1/800s, ISO800",1123.0,34.0,3.0,4.5,800,1/800s,1.25
248,阿凯森赛,大爱青橙,糖水人像小组风光人像色彩漂亮的时尚年轻青橙Lightroom教程调色摄影后期,SONY ILCE-7M2,FE 85mm F1.8,"f/1.8, 1/640s, ISO250",1571.0,29.0,1.0,1.8,250,1/640s,1.5625
250,邱英英英,完整版故事见公众号@小邱的任意门,人像胶片文艺写真深圳约拍写真集女生美女故事,Canon EOS 6D,Canon EF 85mm f/1.2L II USM,"f/6.3, 1/400s, ISO100",881.0,19.0,0.0,6.3,100,1/400s,2.5
254,Intensified,,一起去拍城市天际线带我看看，你的城市城市夜景小分队扫街城市创意一起拍建筑桥梁爱好者集中地图虫城市建筑生活小确幸镜头下的生活美学手机日常圈子工作室太阳镜音乐肖像男性时尚年轻,Canon EOS 77D,Canon EF 50mm f/1.8 STM,"f/2.8, 1/50s, ISO100",1114.0,26.0,4.0,2.8,100,1/50s,20.0
255,猫格分裂,复古风尝试,人像纪实美女在室内艺术黑暗女神,Canon EOS 6D Mark II,Canon EF 24-105mm f/4L IS USM,"f/4.0, 1/125s, ISO125",977.0,19.0,0.0,4.0,125,1/125s,8.0
256,斗斗斗斗,"#赤影#妆面大片
摄影/斗
妆造/龙岳文
模特/任睿",魅力时尚,Canon EOS 5D Mark II,Canon EF 100mm f/2.8L Macro IS USM,"f/13.0, 1/100s, ISO100",1758.0,29.0,3.0,13.0,100,1/100s,10.0
259,_鹿蔓,逆光,环球旅行摄影图虫旅行摄影圈子人像写真馆人像写真精选唯美人像摄影异国风光情报站唯美写真人像纽约纽约摄影师逆光枫叶女孩清新人像日系光芒纽约约拍,Canon EOS 6D,Canon EF 50mm f/1.4 USM,"f/1.8, 1/4000s, ISO160",1008.0,18.0,0.0,1.8,160,1/4000s,0.25
263,笑-X,呦嚯   我又来喽,纯粹黑白圈子黑白时尚人像肖像,Canon EOS 5D Mark III,Canon EF 70-200mm f/2.8L USM,"f/5.6, 1/125s, ISO125",891.0,19.0,0.0,5.6,125,1/125s,8.0
264,游别思,『关于春天之天空馈赠的诗意五分钟一张』,牙疼摄影课堂人像写真色彩,SONY ILCE-7RM3,,"f/3.5, 1/125s, ISO80",960.0,31.0,1.0,3.5,80,1/125s,8.0
268,一个忘了吃药的摄影师,有种性感叫高级的慵懒,人像写真精选高颜值女神聚集地暖色调人像人像写真摄影约拍性感的漂亮的年轻女孩人像时尚人物魅力女士,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/200s, ISO640",7542.0,41.0,2.0,2.8,640,1/200s,5.0
269,JL叁月,"总是要学会与自然，与自己和谐相处。

Photography / @JL叁月

Make-Up / ginger

Stylist / 伢谷-",色彩欧美人像时尚2019华为新影像——情绪标签2018华为新影像——众生相,SONY ILCE-7RM3,,"f/6.3, 1/125s, ISO250",1495.0,38.0,2.0,6.3,250,1/125s,8.0
272,摄影师__谢宁,一顾倾人城，再顾倾人国。宁不知倾城与倾国？佳人难再得。,成都摄影圈（人像摄影爱好者）古风摄影研习社高颜值女神聚集地华为摄影爱好者分享神仙颜值暖色调人像图虫旅行摄影圈子东欧系人像美女人像少女复古女人魅力漂亮的优雅时尚色彩城市,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/2.8, 1/125s, ISO250",3542.0,116.0,12.0,2.8,250,1/125s,8.0
273,fotoleo,,人像日系胶片街拍写真南昌咖啡厅,Canon EOS 6D,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/2.0, 1/40s, ISO200",1272.0,30.0,2.0,2.0,200,1/40s,25.0
274,R舰长,"［日常剧照］
难得的人像练习",人像时尚,SONY ILCE-7M2,,"f/2.8, 1/100s, ISO1000",4836.0,27.0,2.0,2.8,1000,1/100s,10.0
275,鱼鱼Mood,"微博：@鱼鱼Mood
包教会永久网络摄影后期全能班及旅拍教学现场班正在招生中（VX:ghgsyy）",“遇见春天”摄影小赛小清新少女光合故事摄影全能班人像写真精选生活小确幸高颜值女神聚集地暖色调人像我要上“首页推荐位”分享神仙颜值我要上开屏,Canon EOS-1D X,Canon EF 50mm f/1.2L USM,"f/1.2, 1/1000s, ISO100",18655.0,424.0,29.0,1.2,100,1/1000s,1.0
286,甲虫菌,夏天来了吗？,人像爱好者草坪夏季人像美女小清新佳能日系少女写真,Canon EOS 6D,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/1.6, 1/1000s, ISO100",2944.0,62.0,0.0,1.6,100,1/1000s,1.0
287,钱进,每个人都会有阴郁的情绪吧欢迎约拍,人像私房北京约拍少女情绪北京写真blue约拍轻私房,Nikon D750,SIGMA 50mm F1.4 DG HSM | A,"f/1.6, 1/60s, ISO800",1137.0,17.0,1.0,1.6,800,1/60s,16.666666666666668
292,蓝海Photo,Angel now you think so/if,“遇见春天”摄影小赛人像色彩美女情绪光影胶片,Nikon D750,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/3.5, 1/1600s, ISO100",1568.0,44.0,1.0,3.5,100,1/1600s,0.625
293,藤丼樹,#女孩与锹甲虫#|没错了，这就是《蜡笔小新》中小新最喜欢抓的锹形虫了。,对短发姑娘没有任何抵抗力！美女人像群写真人像摄影分享神仙颜值人像爱好者女性虫子观念夏天约拍少女情绪胶片复古女孩人像模特嘴唇色彩魅力人像摄影长沙,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/500s, ISO1600",642.0,16.0,0.0,2.8,1600,1/500s,2.0
294,JL叁月,"Photography / @JL叁月
Model / @notforthisworld 
Stylist / 伢谷-
Make-Up / @造型师_维娜",飞图摄影学院评片会色彩风光人像旅行时尚,SONY ILCE-7RM3,,"f/4.0, 1/160s, ISO400",924.0,31.0,0.0,4.0,400,1/160s,6.25
298,娜丝佳,"剪纸遇到中国红🇨🇳

凤髻金泥带，龙纹玉掌梳。走来窗下笑相扶，爱道画眉深浅入时无？",人像美丽女孩色彩时尚肖像人,Canon EOS 200D,Canon EF 50mm f/1.8 STM,"f/2.8, 1/160s, ISO320",1029.0,18.0,2.0,2.8,320,1/160s,6.25
299,李觅青,"Talk to the wind 

十分钟拍的这组照片我太爱了，WB近期会出调色教程和课程，有兴趣的小伙伴可以关注我呀～",人像写真精选时尚复古法式色彩西安约拍胶片毕业季电影感,Canon EOS 80D,Canon EF 50mm f/1.8 STM,"f/1.8, 1/400s, ISO100",1084.0,31.0,1.0,1.8,100,1/400s,2.5
302,萌又三岁,,人像写真,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/4.0, 1/640s, ISO100",949.0,20.0,1.0,4.0,100,1/640s,1.5625
303,华华笑哭你,,糖水人像小组深圳小清新摄影小组高颜值女神聚集地拍女友才是正经事婚礼纪实摄影俱乐部晒出你梦中的婚礼婚姻面纱时尚婚礼新娘的新娘,,,"f/2.5, 1/160s, ISO100",2544.0,83.0,2.0,2.5,100,1/160s,6.25
305,华华笑哭你,可爱与性感的魅力,高颜值女神聚集地糖水人像小组女孩肖像服装时尚可爱,,,"f/8.0, 1/125s, ISO100",4704.0,131.0,4.0,8.0,100,1/125s,8.0
306,跳跳的私图册,"日系JK学院风写真你喜欢吗～
前两天拍的分享给大家呀 第一次上传 日后常更～",写真人像摄影可爱漂亮的时尚女孩在室内日系少女,Canon EOS 5D Mark II,Canon EF 70-200mm f/2.8L USM,"f/2.8, 1/125s, ISO400",2306.0,26.0,2.0,2.8,400,1/125s,8.0
307,蜂鸟微课堂,原来不是我不喜欢旅行 只是因为还没遇到你 加Vzymymx领取摄影教程,女孩旅行抓拍日系小清新日系自由城市风光小清新清新放松人像美女人像群糖水人像小组高颜值女神聚集地人像写真精选人像爱好者有温度的人像写真人像摄影做人要高调，摄影也是,,Canon EF 50mm f/1.8 STM,"f/2.2, 1/4000s, ISO100",3594.0,80.0,3.0,2.2,100,1/4000s,0.25
312,天堂里没有爱,又拍cos了,人像色彩美女女孩情绪Cosplay,SONY ILCE-7RM3,SIGMA 35mm F1.4 DG HSM | Art 018,"f/1.8, 1/100s, ISO800",2551.0,48.0,5.0,1.8,800,1/100s,10.0
313,Megan_龙瑞,"☀️
photo：龙瑞
model：九九",人像写真精选牙疼摄影课堂人像写真女孩广州,Canon EOS 5D Mark IV,Canon EF 24-105mm f/4L IS USM,"f/5.6, 1/125s, ISO100",5528.0,106.0,4.0,5.6,100,1/125s,8.0
314,大发少女,《绿野奔跑记》——不是用胶片拍的哦，后期模仿滴！,胶片集胶片人像写真抓拍色彩,,,"f/1.4, 1/500s, ISO125",50495.0,1159.0,109.0,1.4,125,1/500s,2.0
316,飞翼摄影,"旗袍风情
出镜：薛薛",糖水人像小组我们都爱日系摄影人像爱好者写真人像摄影拍女友才是正经事分享神仙颜值对短发姑娘没有任何抵抗力！暖色调人像高颜值女神聚集地色彩性感的魅力漂亮的肖像女人胶片服装时尚旗袍棚拍主题魅惑人像,Canon EOS 6D Mark II,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/2.2, 1/125s, ISO1600",50027.0,104.0,10.0,2.2,1600,1/125s,8.0
318,爱摄影的娜比,,私房50mm人像我爱人像摄影胶片集写真人像摄影高颜值女神聚集地分享神仙颜值拍女友才是正经事胶片人像摄影文艺私房圈子,SONY ILCE-7,FE 50mm F1.8,"f/2.0, 1/400s, ISO400",4004.0,71.0,13.0,2.0,400,1/400s,2.5
322,西木yiw,幼辞,郑州大学DADDY式人像驚鴻·一眸河北摄影圈街拍俱乐部圈子福建摄影圈火烛一花精品摄影古装摄影圈子美女人像群写真人像摄影街拍风光人像树花园仪式插花节日樱桃木花汉服美女,,,"f/5.0, 1/500s, ISO100",966.0,29.0,3.0,5.0,100,1/500s,2.0
323,鳕糕,,色彩人像小清新女孩少女情绪美女儿童花内蒙古,Canon EOS 5D Mark III,Canon EF 50mm f/1.8 STM,"f/4.0, 1/125s, ISO400",1167.0,29.0,0.0,4.0,400,1/125s,8.0
327,摄影师-刘先森,"✨ ️ JK日系女孩✨ ​
👧：soshyonair
📷：摄影师-刘先森",日系集人文纪实手册人像爱好者暖色调人像图虫旅行摄影圈子高颜值女神聚集地写真人像摄影冷色调人像我们都爱日系摄影分享神仙颜值日系JK室内写真南京约拍摄影,Canon EOS 6D Mark II,35mm F1.4 DG HSM | Art 012,"f/1.6, 1/160s, ISO200",1001.0,25.0,0.0,1.6,200,1/160s,6.25
328,游别思,雨の日など風 ​​​,色彩人像写真,SONY ILCE-7RM3,,"f/3.5, 1/320s, ISO640",752.0,23.0,0.0,3.5,640,1/320s,3.125
329,刀客G,上海2019 cp展,Cosplay摄影集中地漫展人像少女Cosplay,FUJIFILM X-T3,XF35mmF1.4 R,"f/1.4, 1/950s, ISO320",1397.0,28.0,4.0,1.4,320,1/950s,1.0526315789473684
331,三七卷,成都少女写真太喜欢少女主题了，各种风格的都喜欢摄影 三七卷出境 客妹,中国人像摄影夏天的样子分享神仙颜值成都约拍圈子人像写真馆人像写真精选美女人像群人像写真摄影约拍我爱人像摄影人像摄影画册成都约拍少女写真少女人像法式,Canon EOS 70D,Canon EF 50mm f/1.8 STM,"f/3.5, 1/250s, ISO400",1018.0,23.0,1.0,3.5,400,1/250s,4.0
332,Wishkee巍士际,"【代班摄影师】WishKee巍士际
暂且叫做“镜中人”吧😄
照片信息：
器材：Canon's 5D Mark IV
镜头：35mm F1.4
后期：PS2019cc
模特：@泡泡",时尚女孩性感的肖像,Canon EOS 5D Mark IV,Canon EF 35mm f/1.4L USM,"f/1.4, 1/400s, ISO1600",1143.0,24.0,1.0,1.4,1600,1/400s,2.5
333,摄影师-刘先森,"『   ​​在家就能拍得  居家写真 宅家的日子可以做些什么？一组居家写真送给大家，温柔 可爱ớ ₃ờ 。用镜头记录生活的点滴，简简单单的小美好。』
🌟摄影：摄影师自己
🌟出镜：自己妹妹",文艺私房圈子人像写真精选分享神仙颜值我们都爱日系摄影暖色调人像人像摄影集人像写真摄影约拍高颜值女神聚集地晒晒旅行打卡照人文纪实手册南京约拍少女写真南京女孩少女写真美少女,Canon EOS 6D Mark II,Canon EF 85mm f/1.8 USM,"f/1.8, 1/160s, ISO100",1046.0,22.0,2.0,1.8,100,1/160s,6.25
335,摄影师心玥,"摄影：心玥

出镜：王颖璐_",YUE的片人像少女写真,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/8.0, 1/125s, ISO100",2461.0,70.0,0.0,8.0,100,1/125s,8.0
338,文艺天少,"出镜：崔崔
摄影及后期：天少",人像佳能小清新少女情绪光影汉服古风,Canon EOS 5D Mark IV,,"f/1.4, 1/200s, ISO250",9267.0,197.0,3.0,1.4,250,1/200s,5.0
339,我是大星,春花,暖色调人像冷色调人像「摄影书房」摄影书公开征集你来拍照，我来配诗，来一场摄影与诗的缠绵人间四月天，找寻最美的你分享神仙颜值我要上“首页推荐位”图虫封面你做主“遇见春天”摄影小赛色彩人像女孩抓拍情绪女神少女,SONY ILCE-7M2,,"f/1.8, 1/500s, ISO100",1350.0,29.0,0.0,1.8,100,1/500s,2.0
341,摄影师TuTu,棚拍。。7,文艺私房圈子婚礼与写真人像写真精选写真人像摄影美女人像群拍女友才是正经事唯美人像摄影私密人像写真馆时尚婚礼棚拍人像南昌,Canon EOS 5D Mark III,Canon EF 135mm f/2L USM,"f/2.0, 1/80s, ISO800",1601.0,28.0,2.0,2.0,800,1/80s,12.5
343,一卷摄影工作室,,人像女孩美女小清新佳能,Canon EOS 5D Mark IV,Canon EF 85mm f/1.8 USM,"f/2.0, 1/400s, ISO640",1236.0,38.0,1.0,2.0,640,1/400s,2.5
345,三七卷,成都约拍客片分享🍃午后🍃摄影 三七卷出境 客妹,美女人像群人像写真摄影约拍我爱人像摄影人像写真馆成都约拍法式少女成都约拍,Canon EOS 70D,Canon EF 50mm f/1.8 STM,"f/3.2, 1/640s, ISO320",3504.0,118.0,5.0,3.2,320,1/640s,1.5625
348,纽约丽人西西女士,老是忘记在图虫发照片😂囤了一堆又一堆,高颜值女神聚集地索尼器材党暖色调人像分享神仙颜值东欧系人像我要上开屏我要上“首页推荐位”周末好时光对短发姑娘没有任何抵抗力！时尚脸美丽肖像花女孩纽约纽约约拍时尚写真胶片studio曼哈顿美国旅行美国疫情抗击疫情魅力评论斗图大赛,SONY ILCE-7M3,,"f/2.2, 1/50s, ISO800",1084.0,21.0,2.0,2.2,800,1/50s,20.0
349,苏异,,少女日系清新私房,Nikon D810,,"f/2.8, 1/400s, ISO100",3111.0,55.0,3.0,2.8,100,1/400s,2.5
350,Alston_zhl,"那女孩对我说
她心中有一个梦",高颜值女神聚集地分享神仙颜值拍女友才是正经事周末好时光人像私房写真情绪空房间她,Canon EOS 5D Mark III,,"f/1.4, 1/80s, ISO500",3455.0,83.0,3.0,1.4,500,1/80s,12.5
351,飞翼摄影,"白色迷情
出镜：萱萱",糖水人像小组我们都爱日系摄影人像爱好者写真人像摄影拍女友才是正经事分享神仙颜值对短发姑娘没有任何抵抗力！暖色调人像高颜值女神聚集地色彩窗帘女人女孩房间窗户在室内私房私影白色人像,Canon EOS 6D,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/2.0, 1/200s, ISO100",3310.0,70.0,5.0,2.0,100,1/200s,5.0
354,冠C_Chan,「排版练习」| 男生写真,写真人像摄影暖色调人像人像不给脸！杭州人像摄影交流分享神仙颜值我们都爱日系摄影日系集男性年轻时尚日系男生帅哥男孩写真复古排版设计设计美图男生写真人像色彩,Nikon D750,AF-S Nikkor 85mm f/1.8G,"f/1.8, 1/160s, ISO640",4981.0,83.0,8.0,1.8,640,1/160s,6.25
360,文艺天少,#lolita##长沙约拍##日常预告#    出镜：伍玖木      摄影及后期：天少       裙子：古典玩偶暗香jsk,色彩人像光影情绪少女让摄影穿破次元壁洛丽塔风尚我们都爱日系摄影人像写真馆,,,"f/1.8, 1/400s, ISO100",4459.0,123.0,21.0,1.8,100,1/400s,2.5
361,麦麦姜,好像好久没传图···,人像美女色彩少女旗袍好身材红厦门,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/160s, ISO800",4333.0,87.0,0.0,2.8,800,1/160s,6.25
362,黄仔爱玩喵喵酱,,禅意摄影季赛人像少女花小清新旅行,,,"f/2.8, 1/400s, ISO250",3118.0,85.0,4.0,2.8,250,1/400s,2.5
363,nxdXD,"你曾去过加利福尼亚州吗
见过那里的风景和人吗
散步在满布Svendia Rose的林荫里
倾听着花语呢喃
曾经我飞到纽约
在时代广场记录下我
苏荷区的夜晚和百老汇的灯光
身边没有你是多么的遗憾",少女毕业季小清新蔷薇人像喜欢约拍日系天津分享神仙颜值,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/1.8, 1/160s, ISO250",18294.0,323.0,14.0,1.8,250,1/160s,6.25
364,时锍,,人像纪实抓拍佳能少女情绪写真摄影女孩,Canon EOS 6D,Canon EF 70-200mm f/2.8L IS II USM,"f/3.2, 1/800s, ISO160",816.0,20.0,2.0,3.2,160,1/800s,1.25
365,Alston-西瓜呆毛汪,在水一方,脸肖像人像女神,SONY ILCE-7RM3,FE 85mm F1.4 GM,"f/1.4, 1/1000s, ISO100",2651.0,63.0,2.0,1.4,100,1/1000s,1.0
